,news,Publish_Date,sentiment_score,sentiment_label,sentiment_score_updated,sentiment_label_updated
576,rajiv bansal  profile infosys cfo,2012-10-12,0.0,neutral,0.0,neutral
577,lic hikes stake infosys buys shares worth 1400 crore,2014-10-20,0.30000001192092896,positive,0.0,neutral
578,infosys rejig verticals speed time market,2015-02-08,0.0,neutral,0.0,neutral
579,infosys director ravi venkatesan exrevenue secretary sumit bose running top posts psu banks,2015-05-29,0.5,positive,1.0,positive
580,two infosys techies killed accident,2017-06-25,-0.20000000298023224,negative,0.0,neutral
581,hcl infosystems bags 240cr bsnl deal,2009-05-25,0.0,neutral,1.0,positive
582,nine top 10 cos lose 48k cr mcap infosys lone gainer,2009-09-06,0.5,positive,1.0,positive
583,infosys gave 50k cr stock options employees,2011-05-18,0.0,neutral,0.0,neutral
584,infosys losing bellwether tag even peers like hcl tcs shine,2012-01-16,0.0,neutral,1.0,positive
585,infosys rejigs top management,2013-10-12,0.5,positive,1.0,positive
586,infosys likely give salary raise april,2014-01-12,0.0,neutral,1.0,positive
587,infosys wins deal volvo cars,2014-03-18,0.30000001192092896,positive,1.0,positive
588,infosys promoters take part buyback,2017-08-29,0.0,neutral,0.0,neutral
589,infosys best managed firm survey,2002-05-13,0.4000000059604645,positive,1.0,positive
590,infosys sabbatical finds takers,2009-04-28,0.0,neutral,0.0,neutral
591,infosys hikes salary ups hiring,2009-10-10,0.0,neutral,0.0,neutral
592,infosys biz units garner 1 bn,2009-12-05,0.0,neutral,0.0,neutral
593,infosys denies reports tax  duty evasion,2010-03-16,0.0,neutral,0.0,neutral
594,infosys shuffle management,2011-02-01,0.0,neutral,0.0,neutral
595,5 highestpaid infosys execs,2011-05-24,0.0,neutral,0.0,neutral
596,infosys gets subpoena us court b1 visas,2011-05-24,0.0,neutral,0.0,neutral
597,last promoterceo shibulal succeed creating infosys,2013-02-08,0.0,neutral,0.0,neutral
598,wipros performance appears pale visvis tcs infosys,2013-07-27,-0.20999999344348907,negative,0.0,neutral
599,infosys introduces onsite rotation policy employees,2013-10-28,0.0,neutral,0.0,neutral
600,pravin rao bg srinivas named infosys presidents,2014-01-04,0.0,neutral,0.0,neutral
601,infosys techie found murdered near pune,2014-05-31,0.10000000149011612,positive,0.0,neutral
602,sap reason infosys mana became nia,2017-05-29,0.0,neutral,0.0,neutral
603,infosys shares extend losses ceo quit,2017-08-21,0.0,neutral,0.0,neutral
604,sp present corporate governance report infosys,2002-11-12,0.0,neutral,0.0,neutral
605,infosys project mans land,2006-07-26,0.0,neutral,0.0,neutral
606,hcl rival infosys axon bid,2008-09-09,0.0,neutral,0.0,neutral
607,infosys among worlds 100 fastest growing cos fortune,2009-08-18,0.0,neutral,0.0,neutral
608,well counter visa fee hike infosys founder n narayana murthy,2010-08-22,0.0,neutral,0.0,neutral
609,infosys staff want founders stay,2011-04-29,0.0,neutral,0.0,neutral
610,infosys analysts views stock,2011-07-12,0.0,neutral,0.0,neutral
611,challenges infosyss nr narayana murthy faces,2013-06-03,0.0,neutral,0.0,neutral
612,infosys plans cut onsite effort 20,2013-08-27,0.0,neutral,0.0,neutral
613,infosys needs open outsiders top posts clsa,2013-09-02,0.25,positive,1.0,positive
614,hcl infosystems focus services distribution verticals,2013-11-16,0.0,neutral,0.0,neutral
615,infosys ceo vishal sikka bets big smac,2014-12-26,0.0,neutral,0.0,neutral
616,brexit effect tcs infosys investors rush cover eu worries deepen,2016-06-28,0.0,neutral,0.0,neutral
617,court may hear bail plea infosys murder case today,2017-03-31,0.0,neutral,0.0,neutral
618,maruti valued infosys ongc,2017-06-10,0.0,neutral,0.0,neutral
619,unrest royal infosys ltd,2002-02-01,0.0,neutral,0.0,neutral
620,infosys launch bpo arm,2002-04-10,0.0,neutral,0.0,neutral
621,infosys revels ms power,2002-11-13,0.0,neutral,0.0,neutral
622,infosys get greater branding visibilty,2007-09-06,0.5,positive,0.0,neutral
623,infosys set incentive system,2008-04-01,0.0,neutral,0.0,neutral
624,infosys bpo inks alliance mortgageflex systems,2009-08-25,0.0,neutral,1.0,positive
625,sensex closes 48 points infosys 3,2010-07-13,0.0,neutral,0.0,neutral
626,tv mohandas pai among frontrunners coo infosys technologies,2011-04-08,0.0,neutral,0.0,neutral
627,time look beyond infosys sector,2011-07-18,0.0,neutral,0.0,neutral
628,infosys names building murthy,2011-08-21,0.0,neutral,0.0,neutral
629,et impossible sell story says infosys,2012-09-01,-0.6666666865348816,negative,0.0,neutral
630,q4 earnings  infosys gone forever,2013-04-12,0.0,neutral,0.0,neutral
631,infosys board member balakrishnan quits,2013-12-21,0.0,neutral,0.0,neutral
632,infosyss profit rise pushes share price 5,2015-01-10,0.0,neutral,0.0,neutral
633,infosyss iip offers prepackaged solutions bpo finacle,2015-05-01,0.10000000149011612,positive,0.0,neutral
634,infosys q4 net 12 pc forecast,2005-04-14,0.0,neutral,0.0,neutral
635,infosys smart  young lady,2007-10-25,0.15714286267757416,positive,0.0,neutral
636,infosys honour call letters,2009-03-13,0.0,neutral,0.0,neutral
637,13 littleknown facts infosys,2009-09-02,0.0,neutral,0.0,neutral
638,infosys may name next ceo april 15,2011-04-11,0.0,neutral,0.0,neutral
639,see infosys source revenue,2013-04-13,0.0,neutral,0.0,neutral
640,infosys life sd shibulal,2013-07-13,0.0,neutral,0.0,neutral
641,infosys give 57 pay hike employees,2014-02-27,0.0,neutral,0.0,neutral
642,shivnadar familys buy doubles share price hcl infosystems,2014-04-10,0.0,neutral,1.0,positive
643,smaller companies gain infosyss talent exodus,2014-05-31,0.0,neutral,0.0,neutral
644,exinfosys ceo shibulal invests child security tracker falcon,2015-07-15,0.0,neutral,0.0,neutral
645,artificiai intelligenceenabled automation todays biggest disruptor infosys ceo vishal sikka,2016-04-29,0.0,neutral,0.0,neutral
646,infosys founder murthy criticises coos pay hike,2017-04-03,0.0,neutral,0.0,neutral
647,infosys touts plan hire americans face visa pressures,2017-05-25,0.0,neutral,1.0,positive
648,infosys shares fall media report stake sale founders,2017-06-09,0.0,neutral,0.0,neutral
649,vishal sikka quits infosys bitter note board blames founder narayana murthy,2017-08-19,-0.10000000149011612,negative,0.0,neutral
650,antibpo cry waning us infosys,2004-06-12,0.0,neutral,0.0,neutral
651,stocks open higher icici bank infosys lead,2008-12-10,0.125,positive,0.0,neutral
652,infosys employee numbers 945,2009-07-10,0.0,neutral,0.0,neutral
653,mysore infosys centre named narayana murthy,2011-07-11,0.0,neutral,0.0,neutral
654,us cos may slash budgets infosys tcs asked plan contingency scenarios,2011-08-29,0.0,neutral,0.0,neutral
655,et tcs infosys may grow 1520 2 yrs,2011-09-21,0.0,neutral,0.0,neutral
656,infosys hit cut client spending,2011-12-10,0.0,neutral,-1.0,negative
657,us court dismisses harassment case infosys,2012-08-21,0.0,neutral,0.0,neutral
658,infosys v balakrishnan appointed lodestone chairman,2013-06-04,0.0,neutral,0.0,neutral
659,infosys plans better hikes performers,2013-06-25,0.5,positive,0.0,neutral
660,b1 visa abuse infosys settles investigation lawsuit,2013-10-29,0.0,neutral,0.0,neutral
661,exit b g srinivas spurs crash infosys share price 8,2014-05-30,0.0,neutral,0.0,neutral
662,government helped infosys critical hour nr narayana murthy,2016-02-04,0.0,neutral,0.0,neutral
663,hcl infosystem assessed level five,2003-05-20,0.0,neutral,0.0,neutral
664,infosys beefs immigration team us,2012-01-03,0.0,neutral,0.0,neutral
665,infosys prize winners pledge work poor,2015-01-05,-0.4000000059604645,negative,0.0,neutral
666,infosys vs cognizant stack,2015-03-05,0.0,neutral,0.0,neutral
667,infosys finacle launches digital banking solution,2015-05-01,0.0,neutral,1.0,positive
668,indias infosys posts 16 rise fourthquarter profit,2016-04-15,0.0,neutral,0.0,neutral
669,know infosys,2002-07-08,0.0,neutral,0.0,neutral
670,infosys bags mega deal uks astrazeneca,2008-12-16,0.0,neutral,1.0,positive
671,alcatellucent hives unit infosys,2009-07-23,0.0,neutral,0.0,neutral
672,hcl infosystems bags 500 crore deal,2009-10-18,0.0,neutral,1.0,positive
673,year ring cheer tcs infosys wipro hcl tech,2010-12-23,0.0,neutral,0.0,neutral
674,us bank cancels infosys deal,2011-07-23,0.0,neutral,0.0,neutral
675,infosys core business valuation declining,2013-01-14,0.0,neutral,0.0,neutral
676,infosys murthy overturns ceo sd shibulals move,2013-08-26,0.0,neutral,0.0,neutral
677,balakrishnan may infosys ceo shibulal steps,2013-09-04,0.0,neutral,0.0,neutral
678,former wipro top exec sangita singh may join infosys,2016-08-25,0.25,positive,1.0,positive
679,infosys ceo gets 46 variable pay,2017-04-14,0.0,neutral,0.0,neutral
680,narayana murthy board try win allies infosys fight continues,2017-08-23,0.800000011920929,positive,0.0,neutral
681,infosys eyes solutions business growth,2003-11-02,0.0,neutral,1.0,positive
682,infosys denies sending unskilled employees us b1 visa,2011-07-28,0.0,neutral,0.0,neutral
683,bengal industries minister partha chatterjee allays infosys exit fears,2012-05-16,0.0,neutral,0.0,neutral
684,infosys md sd shibulal marathon sprint,2012-07-13,0.0,neutral,0.0,neutral
685,infosys ceo selection progressing planned narayana murthy,2014-05-30,0.0,neutral,0.0,neutral
686,infosys ceo sd shibulal strategies last threefour years,2014-07-12,0.0,neutral,0.0,neutral
687,infosys ramp local hiring us amid visa concerns,2017-04-16,0.0,neutral,0.0,neutral
688,infosys hotel,2005-01-18,0.0,neutral,0.0,neutral
689,bomb scare infosys campus,2005-03-15,0.0,neutral,0.0,neutral
690,infosys may forced change name france,2008-05-02,-0.30000001192092896,negative,0.0,neutral
691,infosys stick target hiring 25000 people,2008-08-12,0.0,neutral,0.0,neutral
692,infosys hire 1000 us,2009-05-22,0.0,neutral,1.0,positive
693,tcs infosys plan hire 50k  40k respectively,2010-10-24,0.0,neutral,1.0,positive
694,companies like tcs infosys wipro hcl may report decline revenue growth,2012-10-08,0.0,neutral,0.0,neutral
695,infosys old leadership deliver strategy,2013-06-03,0.10000000149011612,positive,0.0,neutral
696,rohan murty infosys conflict interest jairam ramesh,2013-06-10,0.0,neutral,0.0,neutral
697,infosys q1 performance shows signs growth,2013-07-12,0.0,neutral,0.0,neutral
698,vishal sikka infosys ceo narayana murthy step,2014-06-12,0.0,neutral,0.0,neutral
699,vishal sikkas 5point strategy infosys,2014-08-18,0.0,neutral,0.0,neutral
700,mocktale infosys dress code perks employees,2015-06-02,0.0,neutral,0.0,neutral
701,infosys excfo rajiv bansal head finance ola,2015-10-17,0.0,neutral,0.0,neutral
702,infosys techie stabbed death chennai station cops release suspects footage,2016-06-25,0.0,neutral,0.0,neutral
703,nandan nilekanis return gives booster shot infosys stock,2017-08-28,0.0,neutral,0.0,neutral
704,ril bharti make way icici infosys,2010-09-20,0.0,neutral,0.0,neutral
705,different infosys chairman kv kamath,2011-07-09,0.0,neutral,0.0,neutral
706,infosys tcs post robust profits rupee fall,2012-01-10,0.0,neutral,0.0,neutral
707,infosys yet submit sez layout plan sez project,2013-12-05,0.0,neutral,0.0,neutral
708,vishal sikka helped infosys get shine back,2016-03-18,0.0,neutral,0.0,neutral
709,infosys excfo rajiv bansal fights 12 crore pay dues,2017-04-20,0.0,neutral,0.0,neutral
710,et shibulal may succeed kris infosys ceo april,2011-02-02,0.0,neutral,0.0,neutral
711,infosys campus place kerala global map cm,2011-02-17,0.0,neutral,0.0,neutral
712,infosys hinjewadi unit gets cisf protection,2011-04-22,0.0,neutral,0.0,neutral
713,tcs able upstage infosys,2011-07-25,0.5,positive,0.0,neutral
714,infosys going tough times v balakrishnan cfo,2012-04-16,-0.3888888955116272,negative,-1.0,negative
715,infosys chairman gopalakrishnan head govts cloud computing panel,2012-07-09,0.0,neutral,0.0,neutral
716,infosys seeing less pricing pressure europe,2012-07-16,-0.1666666716337204,negative,0.0,neutral
717,v balakrishnan sells 1 lakh infosys shares,2013-11-09,0.0,neutral,0.0,neutral
718,infosys plans complete facility 7 months,2016-04-19,0.10000000149011612,positive,0.0,neutral
719,arrest youth infosys employee murder case,2016-07-02,-0.05000000074505806,neutral,0.0,neutral
720,infosys invest 97 mn mauritius,2003-05-18,0.0,neutral,1.0,positive
721,infosys linked buyout talks uks sage,2007-09-19,0.0,neutral,0.0,neutral
722,infosys net rises 21 200708,2008-04-16,0.0,neutral,0.0,neutral
723,sensex rises third straight day infosys led upsurge,2010-03-18,0.10000000149011612,positive,0.0,neutral
724,preserve heritage kerala capital infosys ceo,2011-01-23,0.0,neutral,0.0,neutral
725,kids asked loved infosys,2011-05-20,0.699999988079071,positive,0.0,neutral
726,infosys faces another lawsuit us,2013-08-07,0.0,neutral,0.0,neutral
727,infosys unveils global delivery model,2013-11-27,0.0,neutral,0.0,neutral
728,infosyss senior vp general counsel nithyanandan radhakrishnan resigns,2014-04-19,0.05000000074505806,neutral,0.0,neutral
729,infosys tcs bidding government contracts,2014-05-15,0.0,neutral,0.0,neutral
730,infosys cognizant plan big share buybacks,2017-02-08,0.0,neutral,0.0,neutral
731,infosys directors get 81 hike,2008-06-02,0.0,neutral,0.0,neutral
732,infosys cuts us staff,2009-02-01,0.0,neutral,0.0,neutral
733,infosys cancel home loan facility,2009-05-19,0.0,neutral,0.0,neutral
734,infosys plans salary hike across board april,2010-03-04,0.0,neutral,0.0,neutral
735,infosys issuing social media dos  donts,2010-07-14,0.03333333507180214,neutral,0.0,neutral
736,infosys helps sensex end 22 points higher,2010-09-08,0.25,positive,0.0,neutral
737,dhar disappointed getting infosys board position,2011-06-14,-0.75,negative,0.0,neutral
738,infosys told alternate sez plan,2012-02-25,0.0,neutral,0.0,neutral
739,infosys says may issued subpoenas,2013-05-16,0.0,neutral,0.0,neutral
740,management infosys 30 issue,2013-06-02,0.0,neutral,0.0,neutral
741,infosys founder murthy head sebi panel startup funding,2015-05-23,0.0,neutral,0.0,neutral
742,infosys cofounder narayana murthys letter daughter,2016-06-19,0.0,neutral,0.0,neutral
743,shareholder activism hurts strategies infosys,2017-06-14,0.0,neutral,0.0,neutral
744,infosys president sandeep dadlani quits likely join mars,2017-06-17,0.0,neutral,0.0,neutral
745,growth halve infosys ceo,2008-12-04,0.0,neutral,0.0,neutral
746,infosys says good defence,2009-01-25,0.699999988079071,positive,0.0,neutral
747,infosys q1 net 848 1488 cr,2010-07-13,0.0,neutral,0.0,neutral
748,infosys madc deal march 4,2012-02-29,0.0,neutral,0.0,neutral
749,infosys ceo sd shibulal salary increase,2012-07-12,0.0,neutral,0.0,neutral
750,nr narayana murthys letter infosyss top brass,2013-06-03,0.5,positive,1.0,positive
751,infosys wipro set enter 12000 crore renewal ring,2015-03-06,0.0,neutral,0.0,neutral
752,infosys unifies services strengthen foundation,2015-08-21,0.0,neutral,1.0,positive
753,emotive connect infosys remain forever gopalakrishnan,2017-05-06,0.0,neutral,0.0,neutral
754,infosys brand worth 7256 cr,2002-05-23,0.30000001192092896,positive,0.0,neutral
755,infosys arm bags 30m deal,2002-06-04,0.0,neutral,1.0,positive
756,infosys may hit sars roadblock china,2003-05-16,0.0,neutral,-1.0,negative
757,infosys ranked 1 strategy,2007-05-02,0.0,neutral,0.0,neutral
758,infosys ink 3 bpo deals,2008-01-16,0.0,neutral,0.0,neutral
759,infosys lay plans,2009-02-17,0.0,neutral,0.0,neutral
760,sp revises wipro infosys outlook,2010-05-07,0.0,neutral,0.0,neutral
761,infosys q3 consolidated net 14 1780 cr,2011-01-13,0.0,neutral,0.0,neutral
762,infosys shibulal bring back basab pradhan,2011-05-27,0.0,neutral,0.0,neutral
763,employees value infosys,2011-06-09,0.0,neutral,0.0,neutral
764,madhya pradesh bags infosys centre,2011-11-15,0.0,neutral,1.0,positive
765,wipro lags behind tcs infosys,2012-08-06,-0.4000000059604645,negative,-1.0,negative
766,infosys q3 surprising lot needs scaled,2013-01-12,0.699999988079071,positive,0.0,neutral
767,pay packets get fatter iitgandhinagar infosys top recruiter,2013-08-10,0.5,positive,1.0,positive
768,infosys board working shareholders founders,2017-02-11,0.0,neutral,0.0,neutral
769,infosys crisis board faces signal companys trajectory,2017-08-25,0.0,neutral,0.0,neutral
770,update 2infosys names former chief nilekani chairman defusing feud founders,2017-08-25,0.0,neutral,0.0,neutral
771,pricing pressure infosys,2008-11-17,0.0,neutral,0.0,neutral
772,infosys freezes recruitment mulls pay cuts,2009-02-05,0.0,neutral,0.0,neutral
773,infosys manager confesses killing wife held,2010-08-14,0.0,neutral,0.0,neutral
774,grow 85 9 infosys,2010-08-31,0.0,neutral,0.0,neutral
775,tcs infosys wipro move work jobs china,2010-11-02,0.0,neutral,0.0,neutral
776,sensex tumbles 360 pts high inflation infosys results,2011-04-15,0.1599999964237213,positive,0.0,neutral
777,infosys upgrade japanese company osgs technology,2012-12-14,0.0,neutral,0.0,neutral
778,infosys pay 35 million settle visa fraud case us,2013-10-30,0.0,neutral,0.0,neutral
779,companies like infosys tcs microsoft cognizant hiring design students 50 higher pay packages,2014-02-28,0.25,positive,0.0,neutral
780,infosys reveals plan revive struggling finacle unit,2015-04-21,0.0,neutral,0.0,neutral
781,midday meal akshaya patra gets 18 crore boost infosys,2016-12-08,0.0,neutral,0.0,neutral
782,infosys ceo vishal sikka resigns,2017-08-18,0.0,neutral,0.0,neutral
783,infosys shares crack sikkas resignation md ceo,2017-08-18,0.0,neutral,0.0,neutral
784,infosys invest 300 cr mangalore,2003-12-21,0.0,neutral,1.0,positive
785,cos given stepmotherly treatment infosys,2008-04-15,0.0,neutral,0.0,neutral
786,power sector gets infosys guidance,2008-07-17,0.0,neutral,0.0,neutral
787,infosys first private company get cisf security,2009-07-30,0.125,positive,0.0,neutral
788,infosys told pay 400cr tax,2011-01-18,0.0,neutral,0.0,neutral
789,sensex closes 16k first time 15 months infosys tcs wipro worst hit,2011-08-19,-0.375,negative,-1.0,negative
790,infosys power airtel money,2012-02-28,0.0,neutral,0.0,neutral
791,infosys major austerity drive defers joining dates 17000 recruits,2012-11-02,0.0625,neutral,1.0,positive
792,et iit grad harsh chitale revive hcl infosystems,2013-01-01,-0.20000000298023224,negative,0.0,neutral
793,infosys investing 100 crore upgrade mca21 portal,2013-11-11,0.0,neutral,0.0,neutral
794,infosys q1 net robust sales,2002-07-10,0.0,neutral,0.0,neutral
795,infosys eyeing acquisitions us,2009-03-27,0.0,neutral,0.0,neutral
796,infosys bids 10 deals,2009-08-19,0.0,neutral,0.0,neutral
797,market looks q3 numbers tcs infosys,2010-01-11,0.0,neutral,0.0,neutral
798,infosys grow faster tcs,2010-06-28,0.0,neutral,0.0,neutral
799,infosys china headcount,2010-10-22,0.0,neutral,0.0,neutral
800,infosys technologies investors trade cautiously scrip,2011-04-25,0.0,neutral,0.0,neutral
801,infosys expects normal year industry,2011-07-12,0.15000000596046448,positive,0.0,neutral
802,visa row infosys hires wipro exec,2011-09-06,0.0,neutral,0.0,neutral
803,hc upholds depts view taxing infosys,2011-11-05,0.0,neutral,0.0,neutral
804,infosys tcs train jk engg grads,2012-02-01,0.0,neutral,0.0,neutral
805,hcl infosystems launches operations qatar,2012-04-02,0.0,neutral,1.0,positive
806,infosyss talks us staffer fail case go court,2012-07-26,-0.5,negative,0.0,neutral
807,lodestone acquisition infosys paid much,2012-09-11,0.20000000298023224,positive,0.0,neutral
808,infosys vicepresidents get salary hikes 45 crore,2014-09-23,0.0,neutral,0.0,neutral
809,infosys retains annual revenue guidance,2014-10-10,0.0,neutral,0.0,neutral
810,infosys catches tcs operating margin,2015-01-13,0.0,neutral,0.0,neutral
811,infosys rolls average salary increment 65 dampening staff sentiment,2015-03-28,-0.15000000596046448,negative,0.0,neutral
812,tcs cognizant infosys top tech employers fy15 nasscom,2015-07-24,0.5,positive,1.0,positive
813,vishal sikka disrupted infosys moving ceos office bengaluru palo alto,2017-02-16,0.0,neutral,0.0,neutral
814,infosys vishal trouble without sikkas client list,2017-08-21,-0.20000000298023224,negative,0.0,neutral
815,infosys inks 7yr deal cma cgm group,2017-09-20,0.0,neutral,1.0,positive
816,infosys expand global sales,2002-05-27,0.0,neutral,1.0,positive
817,hcl infosystems expecting 70 pc revenues 3yrs,2002-10-27,0.0,neutral,0.0,neutral
818,right attitude key says infosys chief,2008-11-21,0.1428571492433548,positive,0.0,neutral
819,infosys results 10 things know,2010-07-13,0.0,neutral,0.0,neutral
820,infosys set begin search murthy,2010-08-09,0.0,neutral,0.0,neutral
821,change infosys keep times,2011-02-02,0.0,neutral,0.0,neutral
822,wipro infosys tcs recall staff bahrain unrest,2011-03-20,0.0,neutral,0.0,neutral
823,us lawmaker inquiry infosys flouting visa norms charges,2011-04-15,0.0,neutral,0.0,neutral
824,basab pradhan rejoins infosys,2011-06-06,0.0,neutral,0.0,neutral
825,infosys bfsi vertical pressure,2012-01-14,0.0,neutral,0.0,neutral
826,infosys q1 net rises 33 slashes fy13 forecast,2012-07-13,0.0,neutral,0.0,neutral
827,prepares alternative plans infosys,2013-08-04,0.0,neutral,0.0,neutral
828,infosys tcs wipro training staff boost skills,2014-04-22,0.0,neutral,0.0,neutral
829,companies like tcs infosys wipro investing africa,2014-05-10,0.0,neutral,0.0,neutral
830,infosyss computers communications head quits,2014-06-28,0.0,neutral,0.0,neutral
831,infosys wins three deals abroad,2015-06-20,0.30000001192092896,positive,1.0,positive
832,infosys gives rural kids access tech,2016-06-26,0.0,neutral,0.0,neutral
833,infosys shelves plan china unit,2002-06-12,0.0,neutral,0.0,neutral
834,infosys q1 net rises 21 1302 crore,2008-07-12,0.0,neutral,0.0,neutral
835,axon buy help infosys,2008-08-26,0.0,neutral,1.0,positive
836,infosys become first pvt company get cisf security,2009-07-31,0.25,positive,0.0,neutral
837,hcl infosystems bags order punjab sind bank,2011-03-09,0.0,neutral,1.0,positive
838,infosys announce q4 results april 15,2011-04-01,0.0,neutral,0.0,neutral
839,infosys q4 trouble,2011-04-15,-0.20000000298023224,negative,0.0,neutral
840,tds services sector impact tcs infosys wipro,2011-07-23,0.0,neutral,0.0,neutral
841,et tcs ibm hcl infosystems help institutes,2011-07-26,0.0,neutral,0.0,neutral
842,infosys q3 net 33 gives guidance shock,2012-01-13,0.0,neutral,0.0,neutral
843,infosys plans create 14000 jobs engineers,2012-03-05,0.0,neutral,0.0,neutral
844,major playing catchup infosys targets match cognizants rate growth,2012-05-29,0.0625,neutral,0.0,neutral
845,hcl infosystems may merge business hcl technologies,2013-09-16,0.0,neutral,0.0,neutral
846,infosys bags multiyear contract toyota,2013-10-03,0.0,neutral,1.0,positive
847,falling rupee boost earnings tcs infosys companies,2015-08-17,0.0,neutral,0.0,neutral
848,infosys q1 result execution failure ceo vishal sikka,2016-07-18,-0.3166666626930237,negative,0.0,neutral
849,sad recent layoffs says infosys founder narayana murthy,2017-05-26,-0.25,negative,0.0,neutral
850,infosys cuts 5 australia staff,2009-03-02,0.0,neutral,0.0,neutral
851,sensex falls infosys misses estimates 351 pts,2011-01-13,0.0,neutral,-1.0,negative
852,infosys returns top sensex weight list,2012-01-16,0.5,positive,1.0,positive
853,infosys position give quarteronquarter guidance ceo,2012-07-13,0.0,neutral,0.0,neutral
854,idle staff us europe drag profits software companies like tcs infosys wipro,2012-09-24,-0.10000000149011612,negative,0.0,neutral
855,infosys cfo v balakrishnan step,2012-10-12,0.0,neutral,0.0,neutral
856,hcl infosystems actively seeking hardware business sale,2013-05-29,-0.13333334028720856,negative,0.0,neutral
857,infosys narayana murthy overturns ceo sd shibulals move,2013-08-26,0.0,neutral,0.0,neutral
858,top brass ensure company growth infosys boss narayana murthy,2014-02-24,0.5,positive,1.0,positive
859,infosys moves amend rule enable share buyback,2017-02-24,0.0,neutral,0.0,neutral
860,infringement protection infosys brand name,2003-07-14,0.0,neutral,0.0,neutral
861,land grant infosys conditional,2003-08-04,0.0,neutral,0.0,neutral
862,quarterly guidance likely infosys,2007-03-03,0.0,neutral,0.0,neutral
863,infosys q3 profit 33,2012-01-12,0.0,neutral,0.0,neutral
864,companies like infosys wipro avert lawsuits,2013-02-07,0.0,neutral,0.0,neutral
865,inc narayan murthys return infosys board,2013-06-01,0.0,neutral,0.0,neutral
866,sikka effect infosys allows employees use twitter facebook,2014-09-24,0.0,neutral,0.0,neutral
867,vishal sikka rejigs infosyss top deck,2015-02-06,0.5,positive,1.0,positive
868,infosys techie murdered workstation pune office,2017-01-30,0.0,neutral,0.0,neutral
869,infosys founders share sale bad thing investors,2017-06-10,-0.699999988079071,negative,0.0,neutral
870,infosys campus goes green bus day,2009-03-14,-0.20000000298023224,negative,0.0,neutral
871,us court asks infosys provide info b1 visas,2011-05-24,0.0,neutral,0.0,neutral
872,infosys gets us court subpoena visa issue,2011-05-25,0.0,neutral,0.0,neutral
873,nr narayana murthys last day infosys chairman,2011-08-19,0.0,neutral,0.0,neutral
874,infosys unusual year us,2012-04-18,0.20000000298023224,positive,0.0,neutral
875,companies wipro infosys tweak hiring strategy,2012-08-03,0.0,neutral,0.0,neutral
876,infosys rahul divan make grade,2014-01-07,0.0,neutral,0.0,neutral
877,infosys plans boost products  services business,2015-08-06,0.0,neutral,0.0,neutral
878,infosys helping clients set captive tech centres,2015-11-16,0.20000000298023224,positive,0.0,neutral
879,infosys techie swathis killer nabbed 3minute operation,2016-07-03,0.0,neutral,0.0,neutral
880,ceos dramatic exit infosys faces recruitment headache,2017-08-21,-0.4333333373069763,negative,0.0,neutral
881,infosys focus consultancy business,2001-12-23,0.0,neutral,0.0,neutral
882,infosys open software centre china,2003-10-19,0.0,neutral,0.0,neutral
883,infosys top bpo charts,2004-10-07,0.5,positive,1.0,positive
884,infosys sitting pretty huge cash surplus,2006-06-04,0.32499998807907104,positive,0.0,neutral
885,infosys invest 500 cr west bengal,2008-04-24,0.0,neutral,1.0,positive
886,infosys bpo lays 600,2009-03-18,0.0,neutral,0.0,neutral
887,infosys recruit 15000 looking overseas buyout,2010-02-12,0.0,neutral,1.0,positive
888,infosys expand ops poland,2010-09-07,0.0,neutral,1.0,positive
889,et infosys longer leads sector,2011-07-13,0.0,neutral,0.0,neutral
890,corporates like infosys wipro help staff turn entrepreneurs,2011-12-02,0.0,neutral,0.0,neutral
891,foreign institutional investors raise stake infosys,2012-10-15,-0.125,negative,1.0,positive
892,longer overseas stays infosys achievers,2014-05-26,0.0,neutral,0.0,neutral
893,infosys bid us healthcare company trizetto,2014-10-17,0.0,neutral,0.0,neutral
894,infosys help make nirman bhavan mkt complex smart,2014-11-12,-0.04285714402794838,neutral,0.0,neutral
895,infosys fires bpo business cfo abraham mathews,2014-11-19,0.0,neutral,-1.0,negative
896,infosys builds team super ninjas,2014-12-31,0.3333333432674408,positive,0.0,neutral
897,infosys board fire botchup,2017-08-21,0.0,neutral,0.0,neutral
898,us slowdown takes toll infosys,2001-07-11,0.0,neutral,-1.0,negative
899,infosys mentors wife act tv serial,2006-11-11,0.0,neutral,0.0,neutral
900,infosys cuts deposits foreign banks,2009-01-14,-0.125,negative,0.0,neutral
901,infosys cancellations orders slow,2009-03-05,-0.30000001192092896,negative,0.0,neutral
902,infosys q4 end dream run,2011-04-16,0.0,neutral,0.0,neutral
903,see infosys beats tcs wipro  hcl,2012-01-27,0.0,neutral,-1.0,negative
904,infosys tcs sify bag department post projects,2012-03-31,0.0,neutral,1.0,positive
905,companies infosys wipro tcs hcl right,2012-08-23,0.2857142984867096,positive,0.0,neutral
906,infosys power online services 13 lakh post offices,2013-03-16,0.0,neutral,0.0,neutral
907,infosys tcs pwcs top 100 software vendors list,2013-05-27,0.5,positive,1.0,positive
908,two exinfosys bosses took poll plunge,2014-03-11,0.0,neutral,0.0,neutral
909,infosys finacle plans sign blockchain,2016-06-03,0.0,neutral,0.0,neutral
910,currency volatility weaken rupee infosys,2010-07-13,0.0,neutral,0.0,neutral
911,narayana murthy hopeful infosys kolkata centre,2012-08-03,0.0,neutral,0.0,neutral
912,helping companies tcs infosys offset weak global demand,2013-04-24,-0.1875,negative,0.0,neutral
